PrandtlRib31 airfoil
1.000000000 0.000700000
0.960910000 0.004280000
0.948330000 0.005400000
0.935710000 0.006540000
0.923070000 0.007690000
0.897780000 0.009990000
0.885150000 0.011140000
0.847280000 0.014550000
0.822060000 0.016790000
0.809440000 0.017890000
0.796830000 0.018980000
0.784220000 0.020060000
0.771600000 0.021130000
0.733740000 0.024280000
0.721120000 0.025310000
0.695870000 0.027340000
0.683250000 0.028340000
0.670630000 0.029330000
0.658010000 0.030310000
0.620170000 0.033150000
0.607560000 0.034060000
0.594950000 0.034960000
0.569750000 0.036700000
0.557150000 0.037540000
0.544550000 0.038360000
0.506780000 0.040670000
0.494200000 0.041390000
0.481620000 0.042080000
0.469040000 0.042740000
0.431320000 0.044530000
0.406200000 0.045560000
0.381080000 0.046440000
0.368530000 0.046820000
0.355990000 0.047160000
0.343460000 0.047450000
0.330930000 0.047700000
0.293420000 0.048140000
0.268480000 0.048160000
0.256040000 0.048070000
0.243620000 0.047910000
0.231220000 0.047670000
0.218850000 0.047360000
0.206520000 0.046960000
0.157620000 0.044340000
0.145540000 0.043380000
0.133550000 0.042290000
0.121660000 0.041030000
0.098250000 0.038010000
0.075560000 0.034150000
0.064600000 0.031860000
0.034520000 0.023470000
0.026190000 0.020300000
0.019250000 0.017180000
0.013840000 0.014300000
0.006810000 0.009560000
0.004600000 0.007630000
0.001740000 0.004350000
0.000280000 0.001610000
0.000020000 0.000380000
0.000000000 0.000000000
0.000020000 -0.000380000
0.000280000 -0.001610000
0.001740000 -0.004350000
0.004600000 -0.007630000
0.006810000 -0.009560000
0.013840000 -0.014300000
0.019250000 -0.017180000
0.026190000 -0.020300000
0.034520000 -0.023470000
0.064600000 -0.031860000
0.075560000 -0.034150000
0.098250000 -0.038010000
0.121660000 -0.041030000
0.133550000 -0.042290000
0.145540000 -0.043380000
0.157620000 -0.044340000
0.206520000 -0.046960000
0.218850000 -0.047360000
0.231220000 -0.047670000
0.243620000 -0.047910000
0.256040000 -0.048070000
0.268480000 -0.048160000
0.293420000 -0.048140000
0.330930000 -0.047700000
0.343460000 -0.047450000
0.355990000 -0.047160000
0.368530000 -0.046820000
0.381080000 -0.046440000
0.406200000 -0.045560000
0.431320000 -0.044530000
0.469040000 -0.042740000
0.481620000 -0.042080000
0.494200000 -0.041390000
0.506780000 -0.040670000
0.544550000 -0.038360000
0.557150000 -0.037540000
0.569750000 -0.036700000
0.594950000 -0.034960000
0.607560000 -0.034060000
0.620170000 -0.033150000
0.658010000 -0.030310000
0.670630000 -0.029330000
0.683250000 -0.028340000
0.695870000 -0.027340000
0.721120000 -0.025310000
0.733740000 -0.024280000
0.771600000 -0.021130000
0.784220000 -0.020060000
0.796830000 -0.018980000
0.809440000 -0.017890000
0.822060000 -0.016790000
0.847280000 -0.014550000
0.885150000 -0.011140000
0.897780000 -0.009990000
0.923070000 -0.007690000
0.935710000 -0.006540000
0.948330000 -0.005400000
0.960910000 -0.004280000
1.000000000 0.000700000
